MAIN_ID,ID_name,ID_HD,ID_HIP,ID_HR,ID_M,ID_NGC,ID_IC,ID_Ocl,RA_d,DEC_d,PMRA,PMDEC,PLX_VALUE,Distance_distance,Distance_unit,OTYPE_otypes,SP_TYPE,FLUX_R,FLUX_G,FLUX_B,FLUX_V
HD 224818,,HD 224818,,,,,,,0.2305248159967,-20.42398313648,-8.002,-9.971,2.2969,435.369,pc,*,A1IV,10.08,9.960469,10.021,9.994
HD 224841,,HD 224841,HIP 92,,,,,,0.2906943478,-20.70554914063,26.6,15.477,2.41,414.938,pc,*,G8III,,8.439182,9.61,8.67
HD 224819,,HD 224819,,,,,,,0.24923355471,-21.65173559715,4.794,-3.441,4.3663,223.589,pc,SB*,G5/8(V),,9.983202,10.88,10.06
HD 224817,,HD 224817,HIP 80,,,,,,0.24283086041,-11.8237394314586,418.215,-83.06,14.0637,71.634,pc,PM*,G2V,,8.258347,9.393,9.113
HD 224810,,HD 224810,HIP 72,,,,,,0.21993503971,-12.82896050353,188.595,-119.558,11.4329,87.467,pc,SB*,G3/5V,,8.811991,9.65,8.97
BD-11  6177,,,HIP 82,,,,,,0.24801807203,-10.93596374409,-5.529,-65.161,0.9297,1054.37,pc,PM*,G5,,9.139559,10.505,9.684
HD 224829,,HD 224829,HIP 87,,,,,,0.26149638466,-5.83500136146,-7.645,-10.588,4.914,203.5,pc,*,F5IV,,7.700641,8.21,7.79
HD 224840,,HD 224840,HIP 91,,,,,,0.28053096637,-5.87434550544,-13.832,-5.308,3.3552,298.045,pc,*,K3III,,7.275557,8.93,7.64
MCG-01-01-021,,,,,,,,,0.20214581816,-5.58001967263,-1.313,-3.694,,,,EmG,,,19.720892,13.78,12.49
HD 224828,,HD 224828,HIP 81,,,,,,0.24340772805,-4.93253584463,-187.001,-173.233,22.2093,45.026,pc,PM*,G5V,,8.416722,9.22,8.57
HD 224839,,HD 224839,HIP 93,,,,,,0.29233276507,-0.07611040791,42.194,-64.748,15.7099,63.819,pc,PM*,G3V,,7.981884,8.7,8.14
HD 224838,,HD 224838,,,,,,,0.263232282,2.42346696884,25.644,-4.218,3.6757,272.057,pc,*,G8/K1(IV),,9.856347,11.08,10.09
HD 224808,,HD 224808,HIP 68,,,,,,0.2004323303625,16.9881147781117,-52.202,-307.385,33.259,30.067,pc,**,K0,8.9,8.541258,9.73,9.39
HD 224807,,HD 224807,,,,,,,0.2004682174,19.58447553261,-17.71,-9.055,5.5036,181.699,pc,*,F5,,9.041516,9.47,9.08
HD 224816,,HD 224816,HIP 78,,,,,,0.23230683082,17.86783658152,-2.069,5.779,1.9953,501.178,pc,*,K0,,7.708723,9.26,8.06
HD 224827,,HD 224827,,,,,,,0.24335131173,22.72646894109,-41.861,-84.074,8.8047,113.576,pc,PM*,F8,,8.466266,9.01,8.58
HD 224804,,HD 224804,HIP 69,,,,,,0.20141204458,30.39588755237,14.451,-2.198,5.7801,173.007,pc,*,A0,,8.32446,8.43,8.3
V* V401 And,,,HIP 76,,,,,,0.22821875757,32.82565620757,-2.517,-8.087,1.2828,779.545,pc,LP?,M0,,8.014009,10.59,9.01
BD+34  5046,,,HIP 79,,,,,,0.23577027344,35.3167264932,11.998,-13.205,3.8472,259.929,pc,*,F5,,8.559238,9.18,8.68
HD 224803,,HD 224803,HIP 71,,,,,,0.20702433181,36.78009900429,-24.63,-22.343,6.6401,150.6,pc,*,G5,,8.05251,9.1,8.26
HIP 70,,,HIP 70,,,,,,0.20272295647,36.77757263347,-25.179,-21.605,6.6902,149.472,pc,*,,,10.379111,10.97,10.22
HD 224697,,HD 224697,,,,,,,0.21203412437,-88.32831369618,10.697,2.198,1.6721,598.05,pc,V*,A4III,,9.369811,9.75,9.39
HD 224813,,HD 224813,,,,,,,0.24647693023,-78.57380120293,6.084,-52.051,6.0841,163.24,pc,PM*,G0/2V,,9.739897,10.578,9.91
HD 224824,,HD 224824,,,,,,,0.26892754294,-76.62074141972,23.493,9.106,1.513,664.339,pc,*,G5/8,,9.687965,11.109,10.183
HD 224812,,HD 224812,,,,,,,0.2156301214,-65.64683291167,5.888,2.33,0.9236,1082.72,pc,SB*,K1(IV),,8.849458,10.66,9.27
HD 224822,,HD 224822,,,,,,,0.23926917355,-54.75562164126,7.5,-6.388,2.2539,443.675,pc,**,F5,,10.846651,11.39,10.94
HD 224823,,HD 224823,,,,,,,0.245834855,-55.28399260612,23.728,26.262,5.7843,173.614,pc,*,F5/6(V),,10.325753,10.909,10.507
HD 224843,,HD 224843,,,,,,,0.28196491878,-52.4839204169,32.334,-24.815,3.0964,322.956,pc,*,G5/6,,9.057531,10.54,9.33
HD 224821,,HD 224821,HIP 75,,,,,,0.22327196692,-50.44645720894,28.76,3.261,2.0454,488.902,pc,*,K4III,,6.835586,8.94,7.4
* tau Phe,,HD 224834,HIP 88,HR 9081,,,,,0.26909537663,-48.80987438889,-17.506,-6.325,6.6758,149.795,pc,*,G6/8III,,5.489142,6.62,5.698
HD 224835,,HD 224835,,,,,,,0.2612,-49.3256,,,,,,**,K0/1(III),,,12.0,10.2
2MASX J00010526-2822125,,,,,,,,,0.27201594651,-28.37013774602,-0.9,-1.6,,,,G,,15.575,20.131033,16.695,13.55
LEDA  143156,,,,,,,,,0.22814284643,-28.46328658645,0.4,6.2,,,,G,,15.388,20.183617,16.672,13.38
2MASX J00004984-2858430,,,,,,,,,0.2078366676,-28.97863564138,2.6,-2.3,,,,G,,16.595,19.515913,18.056,15.89
2MASX J00005591-2834140,,,,,,,,,0.233000027,-28.57062890406,-1.4,-4.8,,,,G,,16.382,20.675364,17.749,15.36
2MASX J00005301-3032480,,,,,,,,,0.22091748724,-30.54675173988,-0.2,-1.3,,,,G,,15.95,19.058283,17.421,14.7
2dFGRS TGS276Z133,,,,,,,,,0.2813263,-29.0216703,-0.1,4.4,,,,G,,16.64,,17.604,15.46
2MASX J00005307-3007140,,,,,,,,,0.22117602503,-30.12058850528,1.0,-1.4,,,,G,,15.22,19.856783,16.56,13.06
HD 224872,,HD 224872,,,,,,,0.3291574694,46.73194840287,4.537,-1.799,2.0733,482.323,pc,Pe*,B9.5IIIHgMn,,8.29855,8.31,8.31
HD 224871,,HD 224871,,,,,,,0.35534287735,47.94274863921,56.041,3.322,3.6246,275.893,pc,PM*,G5,,8.811275,9.43,8.93
HD 224870,,HD 224870,HIP 106,HR 9083,,,,,0.33021415894,49.98155694127,13.16,-11.451,4.1155,242.984,pc,*,G7II-III,,5.971371,7.185,6.217
HD 224881,,HD 224881,HIP 113,,,,,,0.36561015319,49.01040425444,-0.872,-3.16,1.3562,737.354,pc,*,A0,,8.935367,8.95,8.92
HD 236277,,HD 236277,,,,,,,0.31304971901,53.20504788059,-0.15,-3.54,1.2128,824.538,pc,*,K7,,7.9795,10.36,8.69
HD 224868,,HD 224868,,,,,,,0.34008491254,60.83920144724,-0.107,-1.057,1.2651,790.451,pc,*,B0Ib,,7.245332,7.387,7.291
HD 224869,,HD 224869,,,,,,,0.34846861561,60.3554711117,2.078,-3.7,1.0892,918.105,pc,Em*,B2ne,,8.252891,8.34,8.33
V* WZ Cas,,HD 224855,HIP 99,,,,,,0.31606997761,60.35528497784,10.693,-5.672,2.1227,471.098,pc,C*,C-N7III:,,5.678268,9.47,7.13
HD 224891,,HD 224891,HIP 123,,,,,,0.39989366015,72.23661595175,-43.768,4.001,5.8049,172.268,pc,*,K0,,6.887612,8.37,7.21
HD 224854,,HD 224854,HIP 105,,,,,,0.32780398778,70.9289390618,-5.247,-7.698,3.3918,294.829,pc,*,F0,,7.58745,8.15,7.74
HD 224880,,HD 224880,,,,,,,0.37551622418,73.30817911906,32.179,-3.841,4.8828,204.801,pc,*,F5,,8.915193,9.39,8.98
HD 224850,,HD 224850,HIP 102,,,,,,0.32048834111,-41.48743749799,17.43,-33.819,3.3415,299.267,pc,*,M1III,,6.346911,8.592,7.043
2MASX J00012242-3845212,,,,,,,,,0.3434611653,-38.75587534308,,,,,,BiC,,,19.334827,15.55,14.53
HD 224886,,HD 224886,HIP 116,,,,,,0.37532503132,-33.79277204125,-24.983,-23.602,7.7394,129.209,pc,*,F3V,,8.504671,9.01,8.59
HD 224863,,HD 224863,HIP 104,,,,,,0.32665108309,-31.89963863186,-34.642,2.298,7.8244,127.805,pc,*,F7V,,9.194883,9.87,9.31
HD 224862,,HD 224862,,,,,,,0.33846717444,-28.72501893315,-42.08,-16.126,5.5728,179.443,pc,*,K0III,,6.821788,8.21,7.1
LEDA  132702,,,,,,,,,0.39025789825,-28.41845609951,-2.2,-3.0,,,,Sy2,,15.121,20.503504,16.148,12.7
LEDA  198753,,,,,,,,,0.399608,-29.615442,-15.5,5.3,,,,EmG,,14.63,,15.65,11.7
2MASX J00011469-2910406,,,,,,,,,0.31133039732,-29.17795943974,-0.7,-0.6,,,,G,,,20.34658,,13.98
2MASX J00012431-2908476,,,,,,,,,0.35131892454,-29.14654542707,-8.9,1.2,,,,G,,,21.00952,,14.62
HD 224849,,HD 224849,HIP 97,,,,,,0.30737351661,-21.40404148949,15.29,1.658,5.9341,167.044,pc,*,F5V,,9.373844,9.951,9.48
HD 224885,,HD 224885,,,,,,,0.38585485369,-22.14125686297,23.68,10.794,1.9428,521.122,pc,*,G8IV,,9.626614,10.946,9.951
HD 224848,,HD 224848,,,,,,,0.30818280076,-19.00933282941,-13.566,-48.385,1.7564,594.844,pc,PM*,G8IV,,9.282364,10.529,9.861
HD 224884,,HD 224884,,,,,,,0.39408573986,-19.14236285614,0.905,-3.956,0.9104,1030.47,pc,*,G8(III),,9.436605,10.777,9.914
HD 224847,,HD 224847,HIP 95,,,,,,0.30200710145,-11.96404647003,-10.323,-12.813,6.6788,146.563,pc,*,F5V,,8.553936,9.507,9.191
HD 224861,,HD 224861,,,,,,,0.32575039299,-8.92629184132,2.432,9.437,3.7225,275.051,pc,*,F5V,10.082,9.82388,10.42,9.98
HD 224883,,HD 224883,HIP 118,,,,,,0.38660093698,-9.4300316882,46.219,1.093,12.6188,78.418,pc,*,F7V,,9.066768,9.78,9.22
HD 224860,,HD 224860,,,,,,,0.33364962079,-2.56487159715,-5.856,-17.01,2.1005,496.266,pc,*,K1(III),,9.653075,11.072,10.03
HD 224898,,HD 224898,,,,,,,0.39679581309,-0.13795247456,21.128,-6.376,1.3875,684.176,pc,RB?,K0/1(III),,9.82338,11.169,10.136
HD 224859,,HD 224859,,,,,,,0.34584286003,-1.62138425648,55.488,9.144,10.6816,93.342,pc,PM*,K0/1(III),,10.244552,11.19,10.41
HD 224846,,HD 224846,,,,,,,0.31357003807,-2.34055449342,-18.127,-56.406,3.1578,312.144,pc,PM*,G8IV,,8.805856,10.046,9.538
HD 224845,,HD 224845,,,,,,,0.30597298236,2.51819304443,-42.33,-23.42,4.5479,219.882,pc,*,F6/8,,9.945115,10.49,9.97
HD 224876,,HD 224876,,,,,,,0.36507734332,0.30159271301,-17.612,-2.327,2.0757,470.791,pc,*,G8III,,8.93975,10.205,9.23
HD 224858,,HD 224858,,,,,,,0.3335704746,7.70163589478,-35.293,-71.273,6.9569,143.742,pc,PM*,F8,,9.338067,9.99,9.41
V* DR Psc,,HD 224875,HIP 109,,,,,,0.34659811829,6.79147088775,-1.483,-8.273,5.2472,190.578,pc,dS*,F0,,7.142595,7.59,7.21
BD+13  5195A,,,HIP 96,,,,,,0.30498761875,13.97507647195,15.608,150.05,27.3406,36.576,pc,PM*,M0.5V,10.05,9.923772,11.69,10.26
HD 224844,,HD 224844,HIP 100,,,,,,0.31637263435,19.74124862213,-25.083,-34.072,2.4495,408.247,pc,*,G0,,8.200515,9.31,8.44
HD 224882,,HD 224882,HIP 114,,,,,,0.37164019,30.73578477,-12.73,-38.83,8.49,,,**,G0IV,8.685,,8.82,8.449
HD 224895,,HD 224895,HIP 121,,,,,,0.39642358022,28.42369167819,-19.225,-34.127,4.2578,234.863,pc,*,K2III,,6.483169,8.04,6.84
HD 224857,,HD 224857,,,,,,,0.31788009003,33.15579047037,-40.074,-39.98,4.4982,222.311,pc,PM*,K0,,7.780283,9.12,8.06
HD 224874,,HD 224874,,,,,,,0.34294142853,34.04142082124,-0.57,-10.923,3.4143,292.886,pc,*,A0,,8.632569,8.7,8.62
HD 224856,,HD 224856,,,,,,,0.31517320011,37.89972243094,4.583,-4.899,2.1055,474.947,pc,*,G5,,8.461342,9.71,8.72
HD 224894,,HD 224894,HIP 119,,,,,,0.39016928513,44.67540302426,-9.54,-17.678,6.1672,162.148,pc,*,K0,,6.542779,7.88,6.82
HD 224867,,HD 224867,,,,,,,0.36183020884,-83.52287747571,16.443,-4.017,3.8114,262.371,pc,*,F3/5III/IV,,8.894742,9.55,9.02
* tet Oct,,HD 224889,HIP 122,HR 9084,,,,,0.3987477119846,-77.0657253520472,-56.841,-176.791,15.4549,64.7044,pc,PM*,K3III,,4.366584,6.049,4.783
HD 224879,,HD 224879,HIP 117,,,,,,0.38054835639,-72.6059009999,17.222,1.21,1.8126,551.694,pc,*,G8III,,8.237561,9.68,8.56
HD 224866,,HD 224866,HIP 108,,,,,,0.33665066858,-70.12527071581,13.857,14.836,1.4315,650.973,pc,*,K3II/III,,8.110887,10.048,9.195
HD 224853,,HD 224853,HIP 103,,,,,,0.32209540272,-68.37111936295,-11.742,-40.951,9.3876,106.195,pc,*,F6V,,8.183792,8.8,9.181
HD 224878,,HD 224878,HIP 115,,,,,,0.37258568363,-62.92313055297,-2.337,10.994,3.9546,252.87,pc,*,A2IV,,7.450423,7.6,7.45
HD 224852,,HD 224852,,,,,,,0.31760801367,-60.61587174335,26.137,-0.249,1.7112,572.037,pc,Pu*,A8V,9.75,9.944398,10.584,10.233
HD 224851,,HD 224851,HIP 98,,,,,,0.30717077412,-52.79857473778,-1.859,1.841,7.4368,134.226,pc,*,F6/7V,,9.750472,10.353,9.88
HD 224887,,HD 224887,,,,,,,0.38574159502,-48.98245695255,8.417,7.426,1.4016,713.47,pc,*,G5/8(III),,9.775621,11.11,10.04
HD 224888,,HD 224888,,,,,,,0.38885670892,-49.66218984088,38.335,-23.416,2.6541,368.294,pc,*,G6(III),9.73,9.844218,11.002,10.142
HD 224865,,HD 224865,HIP 107,HR 9082,,,,,0.3338295273,-50.33737026277,7.722,11.887,5.3743,186.071,pc,V*,M2III,,4.765762,7.12,5.524
HD 224864,,HD 224864,HIP 101,,,,,,0.31971186882,-47.79382845083,-13.898,0.706,3.985,251.044,pc,*,F5IV/V,,9.774849,10.286,9.89
HD 224902,,HD 224902,HIP 120,,,,,,0.39591817174,-45.34475939853,-20.628,-28.974,1.9813,504.719,pc,*,K1IIICNIV,,7.91326,9.5,8.31
2MASX J00012723-3027508,,,,,,,,,0.3634044531,-30.46409280065,-7.8,-6.2,,,,G,,16.2,20.495945,17.65,15.16
2MASX J00013409-3055478,,,,,,,,,0.39204276578,-30.92983881727,-0.6,-6.3,,,,G,,15.793,20.488035,16.511,13.6
CTLGM 741,,,,,,,,,0.3344434234,-31.11906285623,0.3,-7.5,,,,G,,16.065,20.11796,17.532,15.56
2dFGRS TGS358Z147,,,,,,,,,0.3610392,-30.319775,-1.0,-6.4,,,,G,,17.128,,17.66,15.87
CTLGD 7846,,,,,,,,,0.304371,-29.675453,13.3,-2.8,,,,EmG,,16.31,,17.43,15.03
CTLGD 8349,,,,,,,,,0.35643066101,-29.56766726207,4.5,1.1,,,,EmG,,15.58,19.483553,17.09,13.93
HD 224877,,HD 224877,,,,,,,0.35102985846,0.25156479216,24.089,-0.103,2.791,350.095,pc,*,G0,,10.517355,11.17,10.666
HD 224882B,,HD 224882B,,,,,,,0.3715622867475,30.7354801392975,-5.402,-43.174,8.4769,117.968,pc,*,,,9.571121,10.44,9.73
HD 224873B,,HD 224873B,,,,,,,0.34866783768,39.6103678776,-23.252,-45.815,20.0276,49.931,pc,PM*,K1V,,9.431236,10.51,9.68
HD 224873A,,HD 224873A,,,,,,,0.34860587902,39.61072094288,-31.671,-44.075,19.336,51.717,pc,PM*,K0V,,8.895423,9.77,9.0
BD-17  6862,,,HIP 112,,,,,,0.3576633351171,-16.9484423192997,293.902,-253.436,31.76,31.4861,pc,PM*,K7.0V,10.37,10.098359,12.29,10.62
HD 224882A,,HD 224882A,,,,,,,0.3716519293842,30.7357788199847,-15.046,-41.064,8.749,114.299,pc,*,,,8.004928,8.77,8.13
BD+45  4396,,,HIP 155,,,,,,0.49118612898,46.26914989842,15.393,0.012,3.0659,326.168,pc,*,A2,,9.886821,10.14,9.89
HD 224920,,HD 224920,,,,,,,0.44098977626,52.77230369778,-7.253,-3.953,1.9865,503.398,pc,Pu*,A,,9.290646,9.35,9.31
HD 236278,,HD 236278,,,,,,,0.42776418971,52.213993131,-10.557,-54.14,18.6491,53.622,pc,PM*,K1V,,9.1041,10.09,9.28
HD 224893,,HD 224893,HIP 124,HR 9085,,,,,0.40423349109,61.22279985728,-1.765,0.027,1.3825,723.327,pc,*,A8II,,5.453592,5.966,5.567
HD 224905,,HD 224905,,,,,,,0.41097792958,60.4499240471,-3.198,-1.531,0.7747,1290.822,pc,Be*,B2,,8.410068,8.58,8.4
HD 224892,,HD 224892,HIP 131,,,,,,0.4198208114,62.01808667832,-9.994,-28.747,6.9667,143.54,pc,*,A4V,,8.100256,8.31,8.1
HD 224939,,HD 224939,HIP 156,,,,,,0.49693660411,63.35782665997,9.498,-7.995,2.4257,412.252,pc,*,B8V,,8.562247,8.68,8.6
HD 224918,,HD 224918,HIP 142,,,,,,0.45378587757,66.30603253366,6.055,12.606,16.5611,60.382,pc,*,K0,,7.171536,8.05,7.32
HD 224938,,HD 224938,,,,,,,0.49414242529,66.4378992353,-3.607,-6.384,3.5948,278.18,pc,*,B9,,7.273829,7.289,7.263
HD 224919,,HD 224919,,,,,,,0.45717119088,65.45556993976,17.791,52.818,15.3692,65.065,pc,PM*,F5,,7.535949,8.12,7.64
V* V747 Cep,,,HIP 139,,,NGC 7822 3,,,0.44528283066,67.50697287005,-1.566,-1.795,0.983,1017.294,pc,SB*,O5.5V(n)((f)),,9.331973,11.38,10.07
HD 224890,,HD 224890,HIP 128,,,,,,0.41441007652,73.61184646685,76.77,-12.116,14.3366,69.752,pc,SB*,kA1hA7mF0,,6.480009,6.681,6.492
HD 224917,,HD 224917,HIP 144,,,,,,0.45528386166,76.17559770839,19.026,-5.448,2.6755,373.762,pc,*,K5,,8.184789,10.05,8.66
HD 224914,,HD 224914,HIP 133,,,,,,0.42347579876,-40.14870610768,33.657,-16.684,5.5573,179.943,pc,*,F5IV,,6.506227,7.15,6.62
HD 224901,,HD 224901,,,,,,,0.40574210159,-41.19507240843,65.587,-33.761,6.0149,166.254,pc,PM*,F5V,,10.02778,10.68,10.16
HD 224937,,HD 224937,HIP 151,,,,,,0.48487662661,-41.61377782845,89.988,-15.471,7.891,126.727,pc,**,F3/5III,,7.780284,8.218,7.777
HD 224900,,HD 224900,HIP 125,,,,,,0.40467371789,-39.33674842869,-18.654,-28.28,6.5342,153.041,pc,*,F2V,,8.606897,9.06,8.7
HD 224936,,HD 224936,HIP 150,,,,,,0.480306296,-37.22995069328,-19.412,-44.111,7.0922,141.0,pc,*,K1III,,6.738419,8.13,7.06
CD-35 16037,,,HIP 132,,,,,,0.42202278256,-34.6535433616,5.8,-14.679,2.476,396.664,pc,*,F0,,10.536109,10.915,10.617
HD 224913,,HD 224913,HIP 130,,,,,,0.41829467968,-30.69253622993,14.79,-12.012,2.1249,470.61,pc,*,K0III,,8.836822,10.19,9.13
HD 224912,,HD 224912,,,,,,,0.42787681178,-28.21527163047,38.796,20.489,2.7875,358.744,pc,*,K1III,,8.949975,10.24,9.21
CD-28 18443,,,HIP 152,,,,,,0.48441477769,-28.13094847091,-13.732,2.851,3.9873,251.535,pc,*,,,9.921985,10.4,10.061
HD 224948,,HD 224948,,,,,,,0.49063320444,-30.15796497393,18.236,2.296,4.1967,239.051,pc,*,A9/F0V,,9.885936,10.29,9.96
ESO 409-2,,,,,,,,,0.43321110697,-30.41884029222,1.8,1.5,,,,G,,14.16,18.977942,15.25,11.33
2MASXI J0001539-301043,,,,,,,,,0.47469612931,-30.17869586322,6.7,-12.3,,,,LSB,,15.56,21.621456,16.66,13.48
LEDA  198776,,,,,,,,,0.45047301765,-28.87600946206,-8.6,-5.4,,,,EmG,,15.93,21.008123,16.77,14.06
HD 224927,,HD 224927,HIP 146,,,,,,0.4558365702317,-25.7985309596378,-130.572,-343.252,7.5672,132.149,pc,**,A9V,,8.890443,9.28,8.96
HD 224899,,HD 224899,,,,,,,0.4003284416,-26.46993027822,17.629,-21.655,1.8912,528.765,pc,Er*,K1(III),,9.193665,10.51,9.45
HD 224911,,HD 224911,,,,,,,0.44612192556,-19.19423255369,-2.73,-7.956,1.2907,774.773,pc,*,K0,,10.023203,11.38,10.32
HD 224910,,HD 224910,HIP 138,,,,,,0.43744325365,-16.53166193415,94.107,24.293,6.0004,166.656,pc,PM*,K0/1IV,,7.532662,8.9,7.84
NAME WLM Galaxy,NAME Wolf-Lundmark-Melotte,,,,,,,,0.4913,-15.4639,,,,0.92,Mpc,G,,10.93,,11.5,11.1
*  30 Psc,,HD 224935,HIP 154,HR 9089,,,,,0.49008113222,-6.01407055668,46.941,-40.471,7.8758,126.971,pc,LP?,M3III,2.85,3.292785,6.04,4.41
*  29 Psc,,HD 224926,HIP 145,HR 9087,,,,,0.45603380293,-3.02750328334,17.905,-10.329,7.5845,140.109,pc,V*,B7III-IV,,5.0603,4.98,5.1
HD 224909,,HD 224909,HIP 134,,,,,,0.42519378298,-1.13996140879,21.843,4.456,3.2153,311.539,pc,*,A1/2III,,9.902843,10.13,9.89
HD 224908,,HD 224908,HIP 135,,,,,,0.42679514528,-0.2177779556,20.228,-114.544,19.1241,51.921,pc,PM*,G5V,,8.495264,9.26,8.64
HD 224934,,HD 224934,,,,,,,0.49138606276,0.12857629077,-53.585,-48.408,13.3567,74.869,pc,PM*,G6V,,9.21683,10.07,9.31
HD 224897,,HD 224897,HIP 129,,,,,,0.41561667955,5.37280803502,6.039,23.429,5.1878,192.76,pc,*,F6V,,9.195368,9.88,9.38
HD 224925,,HD 224925,,,,,,,0.47043136575,7.34110821744,28.905,-11.526,3.7543,266.361,pc,*,G5,,9.479153,10.17,9.62
HD 224933,,HD 224933,,,,,,,0.48912912676,7.43290513866,19.555,11.971,6.4287,155.552,pc,*,F8,,9.57035,10.24,9.7
HD 224932,,HD 224932,HIP 153,,,,,,0.48450786916,12.65488769762,-12.243,-28.978,4.6497,215.068,pc,*,F8,,8.791101,9.31,8.84
HD 224931,,HD 224931,HIP 148,,,,,,0.47882005463,15.52854117111,10.787,5.24,4.4083,226.845,pc,*,F8,,8.008915,8.73,8.15
HD 224896,,HD 224896,HIP 126,,,,,,0.40882607207,14.63232506905,36.963,7.522,3.0478,328.106,pc,*,G5,,7.79954,9.02,8.05
HD 224924,,HD 224924,,,,,,,0.44423938713,18.75487132793,16.019,-4.118,2.9201,342.454,pc,*,K0,,8.195474,9.64,8.48
HD 224923,,HD 224923,HIP 147,,,,,,0.46605968916,21.02623564389,6.563,-5.356,1.2232,817.528,pc,*,K5,,7.909909,9.97,8.47
HD 224907,,HD 224907,HIP 136,,,,,,0.42869153221,24.2531127806,18.493,-28.176,5.4909,182.12,pc,*,K2III-IV,,6.261549,7.76,6.59
HD 224922,,HD 224922,,,,,,,0.46939346755,26.11620304982,-18.827,-40.588,2.6096,383.2,pc,*,K0,,8.434376,9.77,8.72
HD 224921,,HD 224921,HIP 141,,,,,,0.45348800275,36.35035824995,19.182,5.2,4.0897,244.517,pc,*,K5,,8.041692,9.78,8.45
HD 224906,,HD 224906,HIP 137,HR 9086,,,,,0.43270504389,42.36714334089,4.654,-1.959,2.9772,335.886,pc,*,B9IIIp?(HgMn?),,6.226424,6.197,6.24
HD 224941,,HD 224941,,,,,,,0.49364656482,44.09582965819,2.47,-3.668,1.7997,555.648,pc,*,A,,9.752549,9.81,9.79
HD 224916,,HD 224916,,,,,,,0.45009210261,-79.83712861808,26.073,-4.258,1.8369,544.395,pc,*,K0,,9.379115,10.97,9.72
HD 224904,,HD 224904,,,,,,,0.40721092299,-70.32424273571,23.587,-28.753,8.748,113.446,pc,*,G0/2V,9.43,9.653302,10.44,9.863
HD 224915,,HD 224915,HIP 140,,,,,,0.45333110244,-68.10489308838,100.678,-33.596,8.8192,113.416,pc,PM*,F7V,,8.921438,9.54,9.511
HD 224929,,HD 224929,,,,,,,0.45020206055,-67.37103661252,-3.709,-12.819,5.6572,173.975,pc,*,G0/2III(+A/F),,10.036402,10.67,10.158
HD 224903,,HD 224903,,,,,,,0.4144982378,-64.76115928112,13.396,3.081,1.7087,585.24,pc,*,M2III,,7.565182,10.02,8.45
CD-49 14318,,,HIP 127,,,,,,0.41227784368,-48.93565229158,43.82,-200.914,13.3382,86.212,pc,PM*,,,10.562162,11.772,10.791
HD 224928,,HD 224928,,,,,,,0.45692877336,-48.56245365424,139.329,3.411,3.9876,250.777,pc,PM*,F0/2IV/V,,9.050876,9.49,9.13
CTLGM 5875,,,,,,,,,0.49450756061,-28.59746276643,-0.167,-0.054,0.4386,,,G,,15.989,18.828474,17.488,14.8
2MASX J00014314-2817292,,,,,,,,,0.42973016711,-28.29144150415,-3.3,-5.3,,,,G,,16.106,20.076893,17.455,14.91
2MASX J00014526-3055092,,,,,,,,,0.43859752169,-30.91931595978,7.1,-6.0,,,,G,,16.717,21.749117,18.015,15.93
2dFGRS TGS357Z207,,,,,,,,,0.47069930071,-30.77837405287,12.6,-6.7,,,,G,,16.75,21.289652,17.869,15.81
2dFGRS TGS358Z256,,,,,,,,,0.4795,-30.9839997,3.5,1.4,,,,G,,16.712,,17.505,15.42
CTLGD 8691,,,,,,,,,0.42276286623,-29.49579645755,4.8,-2.9,,,,EmG,,15.78,20.411064,17.07,14.18
